varied_param,N,Ne,tau,umax,computation_time,arrival_time,penalty_start,penalty_end,penalty_rate,successful,stuck_near_end
N,12,3,0.5,1.0,21.08896565437317,,42.203040156068546,30.04009999999812,0.12162940156070427,False,False
N,18,3,0.5,1.0,10.318822622299194,117.0,36.54502901754626,0.012269694149535014,0.936737418548634,True,False
N,24,3,0.5,1.0,15.251233100891113,120.0,36.31262545042369,0.0071911170558447415,0.907635858334196,True,False
N,30,3,0.5,1.0,25.29135537147522,126.0,30.332053333333295,0.006241566086499497,0.7220431373153999,True,False
N,36,3,0.5,1.0,38.286641359329224,138.0,30.28337777777814,0.004866694629419251,0.6582285018075809,True,False
